priority,days_until_deadline,hours_remaining_ratio,deadline_pressure,session_count,days_since_active,user_completion_rate,user_abandon_rate,category_completion_rate,avg_pauses_per_task,avg_effort_accuracy,avg_session_duration,label_at_risk
2,20.56,0.8055,3.7847,7,6,0.7668,0.0205,0.8274,6.1958,1.8386,91.2027,0
4,12.93,0.0672,4.6089,10,12,0.2943,0.3521,0.3096,5.4832,2.144,50.4527,1
2,8.96,0.3051,8.1139,5,6,0.2944,0.0412,0.3992,1.4943,0.8689,62.7107,1
3,2.26,0.5783,2.462,14,6,0.8102,0.4842,0.3699,4.5382,2.0874,7.2972,1
2,13.66,0.6987,0.6788,3,10,0.017,0.1176,0.3959,1.5794,1.7048,53.8383,1
1,8.25,0.0195,3.5814,4,1,0.3074,0.2251,0.7253,3.8473,1.6129,100.9616,0
3,22.62,0.9308,6.9114,18,8,0.4746,0.1202,0.3241,7.8305,0.671,86.6984,1
1,0.22,0.5014,1.6122,11,9,0.2037,0.1152,0.0322,2.6386,0.5482,59.8664,0
2,24.96,0.4625,4.3461,1,10,0.762,0.4983,0.2323,0.531,1.2605,102.6117,0
1,17.28,0.7011,4.8141,6,5,0.3263,0.043,0.2926,0.355,1.9526,107.7594,1
2,4.68,0.0077,3.4398,9,14,0.4752,0.1849,0.507,4.0166,1.7206,22.3317,1
3,13.7,0.6202,2.396,4,10,0.2102,0.5252,0.488,1.7999,0.5824,81.0886,0
3,8.26,0.8203,3.0824,17,7,0.6051,0.5066,0.0728,2.7864,1.975,78.6071,1
1,10.69,0.2634,6.1337,5,14,0.19,0.2228,0.8595,3.7944,0.6194,13.2941,1
3,3.57,0.7604,6.551,11,1,0.9739,0.3422,0.9069,6.8727,1.1663,64.3148,0
2,21.27,0.588,7.8485,1,6,0.6878,0.1914,0.2242,6.4099,0.6784,27.4152,0
2,21.61,0.6994,3.2547,7,3,0.3962,0.0797,0.1273,2.5786,1.9947,3.0605,0
2,4.87,0.9565,7.0528,5,8,0.2075,0.5148,0.1902,7.9765,1.0646,10.1199,1
4,24.06,0.4288,6.7661,18,12,0.5137,0.1637,0.2101,2.3623,2.1961,45.6519,1
2,24.18,0.0319,5.9396,12,6,0.088,0.4361,0.1367,2.716,2.3855,60.3451,1
3,2.36,0.1754,2.5883,11,13,0.164,0.508,0.1319,0.282,1.2901,117.533,1
1,3.05,0.7512,3.1216,2,13,0.4601,0.1592,0.4515,6.1528,2.024,61.8927,1
2,18.41,0.6213,0.4654,6,10,0.3204,0.3355,0.2792,1.329,1.4088,26.0935,1
3,9.11,0.5974,2.6344,14,8,0.3506,0.5495,0.3915,6.5701,0.8946,5.7803,1
2,8.17,0.0723,4.8286,5,14,0.12,0.5575,0.2747,4.2575,0.633,51.0056,1
1,1.44,0.9666,7.3009,13,12,0.9294,0.2817,0.8523,0.1008,1.0964,119.5257,1
2,15.76,0.8542,6.0582,0,0,0.2303,0.2958,0.801,2.832,1.6296,96.5775,1
2,26.49,0.9531,0.3897,0,0,0.7768,0.1136,0.7257,3.5302,2.1725,97.0266,0
4,24.92,0.1668,7.9849,7,6,0.0778,0.5022,0.976,0.7049,2.1278,103.1055,0
1,8.5,0.7337,8.0773,4,1,0.1599,0.389,0.702,4.0289,0.7899,101.3384,1
4,24.17,0.9587,9.5426,10,14,0.7282,0.4196,0.6211,0.1548,1.2118,12.0094,1
2,2.06,0.92,4.5133,17,5,0.5848,0.1179,0.8044,2.4474,1.1298,104.3941,1
2,10.32,0.5062,0.6149,19,3,0.8167,0.4403,0.1933,2.214,2.3885,10.2964,0
2,15.66,0.7257,2.6144,3,11,0.7617,0.2153,0.7168,4.6247,2.4237,46.2342,1
1,28.51,0.1069,5.6323,11,6,0.9024,0.2272,0.029,5.867,2.0834,65.0959,0
2,25.53,0.1925,4.3956,16,5,0.164,0.5645,0.5781,6.4447,1.473,100.1793,1
3,4.46,0.4506,4.7667,6,1,0.0531,0.4575,0.3005,3.277,1.6282,44.8063,1
3,26.53,0.0597,6.354,12,11,0.5833,0.2903,0.3337,0.7585,1.6189,13.5351,1
2,25.97,0.2833,3.6689,19,12,0.3498,0.3877,0.116,0.7411,1.82,65.5558,0
2,4.57,0.411,7.8973,17,6,0.6704,0.1446,0.3153,1.567,2.0515,77.8323,1
2,13.34,0.6333,6.3659,5,4,0.2871,0.4622,0.4402,5.3614,1.4114,113.8332,1
1,20.25,0.5765,1.7273,3,10,0.7991,0.0945,0.1865,7.8275,1.9345,30.0584,0
3,21.88,0.8317,2.1151,11,7,0.0402,0.0414,0.7135,0.1954,1.6595,100.8486,1
2,1.35,0.7138,9.2969,9,3,0.7237,0.5525,0.3258,0.8402,1.3607,94.2976,0
1,9.39,0.7134,1.4761,5,6,0.7218,0.5284,0.5685,0.207,0.9353,52.6163,0
2,14.89,0.9159,9.3864,9,14,0.2489,0.4914,0.803,7.5636,2.4951,117.1524,1
3,8.98,0.8064,5.3395,15,10,0.6565,0.0333,0.1152,0.8629,0.605,38.5367,0
4,10.45,0.7608,1.3232,6,11,0.8663,0.4351,0.2132,4.9207,1.3951,19.0386,0
1,14.01,0.5901,0.4691,10,13,0.4726,0.3879,0.9035,7.288,0.6842,43.7467,0
3,21.09,0.0264,4.4989,17,3,0.7377,0.2471,0.7352,4.4097,2.3253,70.4553,0
1,27.02,0.6963,9.4061,9,8,0.6949,0.4857,0.7021,1.6827,1.0512,68.0091,1
2,22.05,0.3787,8.5948,9,5,0.7237,0.4885,0.5051,3.1928,2.3309,27.7024,0
3,28.16,0.2201,8.6387,8,11,0.8419,0.5706,0.5603,1.4503,1.7795,9.1463,0
3,24.26,0.3533,0.7118,2,8,0.8927,0.4007,0.8644,7.6518,0.7513,11.5905,0
2,10.98,0.6526,3.0566,7,11,0.9568,0.3839,0.3335,6.0267,1.0425,75.5813,0
1,18.86,0.9516,2.3514,1,8,0.2114,0.0238,0.1472,7.7244,1.4242,102.5983,1
1,7.5,0.4363,6.3063,2,1,0.4735,0.4381,0.6236,5.8164,2.0835,52.9206,0
2,29.59,0.9681,4.1482,7,3,0.2676,0.0916,0.7684,3.4894,0.8541,91.0618,0
1,23.78,0.9453,8.8946,11,14,0.0046,0.2447,0.4107,7.1549,0.6313,63.7467,1
1,19.87,0.7923,6.4196,11,9,0.1898,0.2296,0.9569,2.3054,0.6257,46.1796,1
2,29.77,0.7562,0.3589,6,6,0.8242,0.5374,0.424,2.509,2.1786,93.3138,0
2,3.54,0.6518,0.6567,12,12,0.5179,0.5273,0.8948,3.6283,1.4115,61.8224,1
3,8.32,0.5315,6.2722,17,13,0.8568,0.3087,0.9093,2.0379,1.7333,60.3878,1
4,12.55,0.8548,5.639,2,1,0.9374,0.0062,0.4126,7.414,1.2688,11.1731,0
1,14.0,0.8363,8.7262,10,0,0.1609,0.1652,0.5949,2.888,2.1881,86.0006,0
1,18.74,0.113,2.5504,16,12,0.625,0.531,0.1948,5.8496,1.0413,96.65,0
3,26.29,0.3864,7.6925,12,12,0.7012,0.4504,0.443,6.349,1.6142,112.3529,1
1,3.92,0.8424,8.4236,9,4,0.964,0.4076,0.9829,4.2592,0.9032,53.3272,0
4,23.91,0.4421,5.4187,15,14,0.272,0.3561,0.2832,0.8722,1.8684,17.1597,1
3,19.44,0.8102,1.3955,5,6,0.9993,0.5106,0.7518,5.2973,1.3436,87.66,0
3,13.46,0.1213,5.5907,15,0,0.9049,0.5042,0.0101,6.9551,0.5505,54.9936,0
1,29.06,0.9723,6.1087,14,1,0.512,0.4574,0.2232,3.5338,1.9745,47.4471,1
3,29.3,0.037,5.3992,18,4,0.2424,0.3827,0.1636,2.2709,2.0635,55.2494,0
4,11.59,0.4633,3.0026,11,11,0.5872,0.1824,0.3815,1.4067,1.9458,84.9266,0
1,27.36,0.2331,3.4416,6,4,0.4136,0.4284,0.8706,1.4608,1.8728,42.3075,0
4,8.97,0.0072,5.1564,1,10,0.0445,0.419,0.7323,3.6856,1.8538,64.5887,1
3,5.99,0.2687,4.3996,3,13,0.7744,0.2204,0.1625,2.0117,0.9295,87.7992,1
2,21.26,0.4162,8.8974,15,12,0.6359,0.5101,0.0955,5.87,1.985,69.7827,1
2,20.23,0.0653,5.8493,9,2,0.3725,0.232,0.8846,6.8306,1.6977,32.7503,0
2,12.25,0.3536,1.0279,16,13,0.6608,0.1915,0.4312,0.4189,2.4851,60.9132,0
3,23.18,0.7009,1.3946,7,13,0.7663,0.3435,0.8927,2.2159,0.9843,104.3484,0
3,0.04,0.3531,8.5786,4,3,0.0032,0.1688,0.914,7.2118,1.5375,66.3884,0
3,3.19,0.4874,6.344,8,3,0.5196,0.3465,0.7425,1.8787,1.0867,68.3425,0
4,6.52,0.9859,7.1434,19,10,0.3004,0.0346,0.3715,7.8503,0.7105,67.4847,1
2,23.13,0.1066,2.2984,11,9,0.6324,0.0454,0.5836,2.32,0.6904,108.9879,0
3,7.25,0.4196,3.569,5,7,0.7982,0.4356,0.0818,1.0193,2.2852,92.2955,0
3,3.46,0.1272,0.7189,18,6,0.4941,0.3706,0.8793,5.9226,1.4234,118.1227,0
2,3.37,0.9927,0.2282,12,7,0.5036,0.3352,0.2401,4.4549,2.0121,31.9812,0
3,21.75,0.8712,1.7005,6,1,0.1194,0.0966,0.5331,7.7673,1.2145,115.021,0
1,27.81,0.1812,9.1247,15,14,0.9482,0.1205,0.3027,3.9275,1.2614,80.1034,1
3,2.64,0.6278,4.5385,10,8,0.3882,0.4077,0.2282,2.075,1.2522,36.4876,1
2,1.49,0.8367,0.643,13,13,0.4634,0.0443,0.2747,6.813,1.9874,67.6087,0
2,17.94,0.7126,1.6664,8,11,0.3458,0.302,0.6079,3.9048,1.6439,13.3828,0
2,8.41,0.086,1.9165,10,1,0.1967,0.1086,0.5528,7.2376,2.0774,108.6107,0
3,7.84,0.0781,3.4461,17,0,0.6755,0.3308,0.1383,7.268,1.6867,54.9221,0
4,2.92,0.7896,3.6467,10,7,0.9307,0.3106,0.0226,0.2308,1.1611,93.799,0
3,3.49,0.8468,2.6579,6,1,0.1173,0.5715,0.4513,2.0515,1.5425,81.8816,0
2,21.76,0.2523,1.1234,6,11,0.1511,0.5643,0.0004,6.0456,1.0589,101.5304,1
2,12.91,0.2802,8.4137,9,11,0.4458,0.5991,0.6114,0.8335,1.339,7.9559,1
2,10.3,0.8532,8.3799,12,2,0.369,0.5914,0.3682,2.8121,1.7749,115.382,1
3,25.79,0.4861,6.1986,2,14,0.5625,0.534,0.3556,1.6655,1.4126,24.9702,1
2,27.11,0.6174,8.5543,7,11,0.6018,0.0191,0.6331,7.6112,0.6583,69.8947,1
2,18.83,0.0527,7.5306,8,3,0.3069,0.3024,0.377,2.4598,2.1617,112.1799,1
3,15.67,0.8842,9.2086,11,4,0.2834,0.059,0.4791,7.5704,1.6218,80.1075,1
2,26.32,0.1203,6.1702,7,13,0.8599,0.002,0.1899,1.7575,2.3999,18.4432,0
